Attribute ID,Label Type,Street ID,OSM Street ID,Neighborhood Name,Attribute Latitude,Attribute Longitude,Avg Image Capture Date,Avg Label Date,Severity,Agree Count,Disagree Count,Unsure Count,Cluster Size,User IDs
122331614,CurbRamp,24271,428248874,"Lower Queen Anne",47.621002,-122.355545,2018-06-01T00:00Z,2019-05-07T03:44:17.478Z,1,0,0,0,1,"[7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331615,CurbRamp,24872,456124867,"Lower Queen Anne",47.621017,-122.35688,2019-05-01T00:00Z,2021-03-20T21:30:29.995Z,1,1,0,0,2,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,09f7d7cc-8c3b-4fa4-9c21-d7808bae8fb2]"
122331616,CurbRamp,24271,428248874,"Lower Queen Anne",47.621002,-122.35538,2018-06-01T00:00Z,2019-05-07T03:44:13.695Z,1,0,0,0,1,"[7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331617,CurbRamp,6804,6457584,"Lower Queen Anne",47.622055,-122.35664,2018-06-01T00:00Z,2019-05-07T03:41:25.064Z,1,1,0,0,1,"[7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331618,CurbRamp,24872,456124867,"Lower Queen Anne",47.62099,-122.35694,2019-05-01T00:00Z,2021-03-28T02:01:51.403Z,1,1,0,0,1,"[09f7d7cc-8c3b-4fa4-9c21-d7808bae8fb2]"
122331619,CurbRamp,24872,456124867,"Lower Queen Anne",47.620888,-122.35691,2019-05-01T00:00Z,2021-03-20T21:31:54.911500Z,1,2,0,0,2,"[09f7d7cc-8c3b-4fa4-9c21-d7808bae8fb2,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122331620,CurbRamp,19560,259277268,"Lower Queen Anne",47.619736,-122.356636,2018-11-30T00:00Z,2020-07-03T10:00:27.379500Z,1,1,1,1,2,"[7b1596af-14d4-4f2b-9e4e-71b1884db836,3a075a9f-486b-49fa-aab8-41b764f80eca]"
122331621,CurbRamp,24872,456124867,"Lower Queen Anne",47.620865,-122.35687,2019-05-01T00:00Z,2021-03-20T21:31:47.912Z,1,1,0,0,2,"[09f7d7cc-8c3b-4fa4-9c21-d7808bae8fb2,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122331622,CurbRamp,4904,6426171,"Lower Queen Anne",47.619854,-122.35685,2018-06-01T00:00Z,2019-05-07T03:05:48.875Z,1,1,0,0,1,"[7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331623,CurbRamp,19560,259277268,"Lower Queen Anne",47.6197,-122.35668,2019-02-14T00:00Z,2020-11-08T05:21:53.142Z,1,3,0,0,4,"[7b1596af-14d4-4f2b-9e4e-71b1884db836,3a075a9f-486b-49fa-aab8-41b764f80eca,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,09f7d7cc-8c3b-4fa4-9c21-d7808bae8fb2]"
122331624,CurbRamp,4904,6426171,"Lower Queen Anne",47.619736,-122.35693,2019-02-06T12:00Z,2020-11-08T05:21:23.273750Z,1,5,0,0,4,"[3a075a9f-486b-49fa-aab8-41b764f80eca,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,09f7d7cc-8c3b-4fa4-9c21-d7808bae8fb2,7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331625,CurbRamp,19560,259277268,"Lower Queen Anne",47.6197,-122.35684,2019-02-06T12:00Z,2020-11-08T05:21:31.164250Z,1,3,0,0,4,"[3a075a9f-486b-49fa-aab8-41b764f80eca,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,7b1596af-14d4-4f2b-9e4e-71b1884db836,09f7d7cc-8c3b-4fa4-9c21-d7808bae8fb2]"
122331676,CurbRamp,26224,533092481,"Belltown",47.618706,-122.35557,2018-11-30T00:00Z,2020-10-04T23:09:59.399333Z,1,3,0,0,2,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,c28bbaa5-2401-4e6f-a74d-c6e10e8cedbe,c7190807-b56e-40c5-b96e-49dc8368328c]"
122331678,CurbRamp,24426,428294477,"Lower Queen Anne",47.618675,-122.35532,2019-05-01T00:00Z,2021-04-17T20:20:51.219Z,1,1,0,0,1,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122331679,CurbRamp,3614,6399137,"Belltown",47.618675,-122.35519,2018-07-01T00:00Z,2019-06-26T07:28:03.814Z,2,0,0,0,1,"[c7190807-b56e-40c5-b96e-49dc8368328c]"
122331680,CurbRamp,3614,6399137,"Belltown",47.61872,-122.35427,2019-05-01T00:00Z,2020-07-18T04:48:15.548Z,1,2,0,0,1,"[5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122331682,CurbRamp,20829,332473707,"Belltown",47.61867,-122.35269,2020-08-15T12:00Z,2022-10-13T19:57:32.355500Z,2,2,0,0,2,"[12d3f3e7-1635-41ee-84e5-28f4130828d5,c2db8e4b-26a7-4bb3-a8f2-297219679b6f]"
122331683,CurbRamp,3614,6399137,"Belltown",47.618683,-122.354065,2019-05-01T00:00Z,2020-07-18T04:47:44.644Z,1,0,0,0,1,"[5b214fe5-91fb-4140-a799-7c71ebef4a32]"
122331684,CurbRamp,18149,239806080,"Lower Queen Anne",47.619675,-122.35292,2018-07-01T00:00Z,2019-05-07T02:31:18.564Z,1,0,0,0,1,"[7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331694,CurbRamp,21929,369952412,"Lower Queen Anne",47.623264,-122.344635,2018-06-01T00:00Z,2019-05-02T02:06:30.681Z,2,1,0,0,2,"[7b1596af-14d4-4f2b-9e4e-71b1884db836,1353d168-ab49-4474-ae8a-213eb2dafab5]"
122331695,CurbRamp,25424,466211471,"Lower Queen Anne",47.62304,-122.34477,2019-05-01T00:00Z,2021-07-16T16:42:59.754Z,1,2,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b]"
122331696,CurbRamp,21929,369952412,"Lower Queen Anne",47.623165,-122.344604,2018-12-15T12:00Z,2020-06-05T21:13:41.799500Z,2,1,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,1353d168-ab49-4474-ae8a-213eb2dafab5]"
122331697,CurbRamp,21929,369952412,"Lower Queen Anne",47.623367,-122.344765,2018-06-01T00:00Z,2019-05-07T02:28:50.166Z,1,0,0,0,1,"[7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331709,CurbRamp,23975,428222834,"Lower Queen Anne",47.622143,-122.34781,2019-07-01T00:00Z,2021-07-18T16:06:48.657Z,1,1,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b]"
122331710,CurbRamp,3343,6394463,"Lower Queen Anne",47.623154,-122.34772,2019-01-09T16:00Z,2020-09-10T05:53:39.309Z,1,1,0,1,3,"[7b1596af-14d4-4f2b-9e4e-71b1884db836,435309a9-9476-4335-ade9-08bcdd4b922b,9236bc61-60ef-4d3e-8a6f-f1679d3d71aa]"
122331711,CurbRamp,3343,6394463,"Lower Queen Anne",47.623173,-122.34775,2019-05-31T12:00Z,2021-05-14T07:39:32.811500Z,2,1,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,9236bc61-60ef-4d3e-8a6f-f1679d3d71aa]"
122331712,CurbRamp,3343,6394463,"Lower Queen Anne",47.623463,-122.34879,2018-06-01T00:00Z,2019-05-07T02:20:57.413Z,1,0,0,0,1,"[7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331713,CurbRamp,24571,428342325,"Lower Queen Anne",47.62335,-122.34743,2019-05-01T00:00Z,2021-05-14T07:39:15.408500Z,1,1,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,9236bc61-60ef-4d3e-8a6f-f1679d3d71aa]"
122331715,CurbRamp,24571,428342325,"Lower Queen Anne",47.623314,-122.34739,2017-08-30T08:00Z,2020-09-10T05:53:37.645Z,1,2,0,0,3,"[435309a9-9476-4335-ade9-08bcdd4b922b,9236bc61-60ef-4d3e-8a6f-f1679d3d71aa,7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331716,CurbRamp,23977,428222836,"Lower Queen Anne",47.62318,-122.3474,2017-08-30T08:00Z,2020-09-10T05:53:37.196667Z,1,2,0,0,3,"[435309a9-9476-4335-ade9-08bcdd4b922b,9236bc61-60ef-4d3e-8a6f-f1679d3d71aa,7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331717,CurbRamp,24570,428342323,"Lower Queen Anne",47.621998,-122.347824,2018-12-30T12:00Z,2020-06-11T21:16:10.621Z,1,2,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331718,CurbRamp,6003,6444537,"Lower Queen Anne",47.62081,-122.347725,2019-06-01T00:00Z,2021-04-12T06:57:10.777Z,1,3,0,0,2,"[4411e42e-6a76-4717-bdd6-0181915389f8,9236bc61-60ef-4d3e-8a6f-f1679d3d71aa]"
122331719,CurbRamp,17958,235036846,"South Lake Union",47.619946,-122.34882,2019-06-01T00:00Z,2021-07-13T20:47:01.125Z,1,0,0,0,1,"[7486977c-f91a-4ce0-be11-c0c8a0b38e12]"
122331720,CurbRamp,17461,170178099,"Lower Queen Anne",47.622005,-122.34746,2018-12-30T12:00Z,2020-11-05T03:37:24.706667Z,1,3,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,f50bb700-9daa-48e5-9318-7c5dd97e2a95,7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331721,CurbRamp,26126,531925175,"Lower Queen Anne",47.620983,-122.34749,2019-06-01T00:00Z,2021-05-15T14:31:47.195Z,1,1,0,0,1,"[4411e42e-6a76-4717-bdd6-0181915389f8]"
122331722,CurbRamp,6003,6444537,"Lower Queen Anne",47.620808,-122.3475,2019-06-01T00:00Z,2021-03-09T23:21:23.480Z,1,0,0,0,1,"[9236bc61-60ef-4d3e-8a6f-f1679d3d71aa]"
122331723,CurbRamp,17461,170178099,"Lower Queen Anne",47.62199,-122.347496,2018-12-30T12:00Z,2020-06-11T21:15:48.649500Z,1,1,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331724,CurbRamp,26126,531925175,"Lower Queen Anne",47.620953,-122.34743,2019-06-01T00:00Z,2021-05-02T17:20:24.423Z,1,2,0,0,1,"[4411e42e-6a76-4717-bdd6-0181915389f8,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122331725,CurbRamp,6003,6444537,"Lower Queen Anne",47.62083,-122.34746,2019-06-01T00:00Z,2021-03-09T23:21:28.426Z,1,2,0,0,1,"[9236bc61-60ef-4d3e-8a6f-f1679d3d71aa]"
122331745,CurbRamp,14840,100951670,"Lower Queen Anne",47.619858,-122.358185,2019-05-01T00:00Z,2021-05-23T09:20:46.339333Z,1,3,0,0,1,"[4411e42e-6a76-4717-bdd6-0181915389f8,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,c28bbaa5-2401-4e6f-a74d-c6e10e8cedbe]"
122331749,CurbRamp,14840,100951670,"Lower Queen Anne",47.61974,-122.35906,2019-05-01T00:00Z,2021-05-23T09:20:22.995667Z,1,3,0,0,2,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,c28bbaa5-2401-4e6f-a74d-c6e10e8cedbe,4411e42e-6a76-4717-bdd6-0181915389f8]"
122331750,CurbRamp,14840,100951670,"Lower Queen Anne",47.61967,-122.35888,2018-06-01T00:00Z,2019-05-07T03:16:33.391Z,1,1,0,0,1,"[7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331759,CurbRamp,4904,6426171,"Lower Queen Anne",47.619835,-122.35687,2019-01-09T16:00Z,2020-09-25T21:56:37.311Z,1,3,0,0,3,"[3a075a9f-486b-49fa-aab8-41b764f80eca,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331760,CurbRamp,24276,428248877,"Lower Queen Anne",47.619827,-122.35658,2018-11-30T00:00Z,2020-04-09T12:28:32.108Z,1,3,0,0,2,"[7b1596af-14d4-4f2b-9e4e-71b1884db836,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122331761,CurbRamp,4904,6426171,"Lower Queen Anne",47.61971,-122.35797,2019-01-19T16:00Z,2020-09-02T12:37:27.508334Z,1,2,0,0,3,"[4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184,4411e42e-6a76-4717-bdd6-0181915389f8,7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331762,CurbRamp,14840,100951670,"Lower Queen Anne",47.619724,-122.3582,2019-05-01T00:00Z,2021-05-15T14:34:13.699Z,1,1,0,0,1,"[4411e42e-6a76-4717-bdd6-0181915389f8]"
122331763,CurbRamp,24277,428248878,"Lower Queen Anne",47.619232,-122.358215,2018-06-01T00:00Z,2019-05-07T03:18:26.599Z,1,0,0,0,1,"[7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331782,CurbRamp,25424,466211471,"Lower Queen Anne",47.62308,-122.34498,2019-05-01T00:00Z,2021-07-16T16:43:03.201Z,1,0,0,0,1,"[435309a9-9476-4335-ade9-08bcdd4b922b]"
122331784,CurbRamp,26126,531925175,"Lower Queen Anne",47.62096,-122.347755,2019-06-01T00:00Z,2021-05-02T17:20:43.764Z,1,2,0,0,1,"[4411e42e-6a76-4717-bdd6-0181915389f8,4f2a3a9a-a5d5-4d57-b2d1-6be61a6c2184]"
122331785,CurbRamp,24570,428342323,"Lower Queen Anne",47.621967,-122.34775,2018-12-30T12:00Z,2020-06-11T21:16:07.574500Z,1,1,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,7b1596af-14d4-4f2b-9e4e-71b1884db836]"
122331786,CurbRamp,23975,428222834,"Lower Queen Anne",47.62217,-122.34771,2018-12-30T12:00Z,2020-06-11T21:16:07.348500Z,1,3,0,0,2,"[435309a9-9476-4335-ade9-08bcdd4b922b,7b1596af-14d4-4f2b-9e4e-71b1884db836]"
