osmid,y,x,street_count,highway,ref,railway,geometry
3123601633,47.6163565,-122.3283701,3,,,,POINT (-122.3283701 47.6163565)
3126908641,47.6093131,-122.3447708,3,,,,POINT (-122.3447708 47.6093131)
3126913091,47.5981966,-122.3362898,3,,,,POINT (-122.3362898 47.5981966)
3126916799,47.5992314,-122.3362418,3,,,,POINT (-122.3362418 47.5992314)
3229362672,47.6229924,-122.3541706,4,,,,POINT (-122.3541706 47.6229924)
3229362673,47.6228679,-122.3544188,3,,,,POINT (-122.3544188 47.6228679)
3229362678,47.6222428,-122.3548541,4,,,,POINT (-122.3548541 47.6222428)
3229362682,47.6229902,-122.3534599,3,,,,POINT (-122.3534599 47.6229902)
3229362683,47.6229605,-122.3534601,3,,,,POINT (-122.3534601 47.6229605)
3229362685,47.6232901,-122.3534578,3,,,,POINT (-122.3534578 47.6232901)
3229362687,47.6226807,-122.3534553,3,,,,POINT (-122.3534553 47.6226807)
3295692375,47.6039857,-122.3214667,3,,,,POINT (-122.3214667 47.6039857)
3295692379,47.6040712,-122.3212637,3,,,,POINT (-122.3212637 47.6040712)
3295704225,47.599239,-122.3338028,1,,,,POINT (-122.3338028 47.599239)
3295704230,47.5992537,-122.3335483,3,,,,POINT (-122.3335483 47.5992537)
3295705106,47.5992511,-122.3328922,3,traffic_signals,,,POINT (-122.3328922 47.5992511)
3319167744,47.6073841,-122.3220428,1,,,,POINT (-122.3220428 47.6073841)
3319167745,47.6071132,-122.3217919,1,,,,POINT (-122.3217919 47.6071132)
3354858135,47.620899,-122.3328949,5,,,,POINT (-122.3328949 47.620899)
3354858139,47.6209845,-122.3323585,4,,,,POINT (-122.3323585 47.6209845)
3354858140,47.6209857,-122.3324171,4,,,,POINT (-122.3324171 47.6209857)
3354858141,47.6209872,-122.3326357,4,,,,POINT (-122.3326357 47.6209872)
3354858142,47.6209886,-122.3327465,4,,,,POINT (-122.3327465 47.6209886)
3354858144,47.6210405,-122.3326707,3,,,,POINT (-122.3326707 47.6210405)
3354858145,47.6210362,-122.3326348,3,,,,POINT (-122.3326348 47.6210362)
3354858146,47.6210392,-122.3324215,3,,,,POINT (-122.3324215 47.6210392)
3354858153,47.621123,-122.332417,3,,,,POINT (-122.332417 47.621123)
3362970425,47.6201347,-122.3498893,3,,,,POINT (-122.3498893 47.6201347)
3362970447,47.6203493,-122.3499047,3,,,,POINT (-122.3499047 47.6203493)
3362970451,47.6203772,-122.3500029,3,,,,POINT (-122.3500029 47.6203772)
3362970457,47.6204026,-122.3500542,1,,,,POINT (-122.3500542 47.6204026)
3362970458,47.6204107,-122.3498254,3,,,,POINT (-122.3498254 47.6204107)
3362970489,47.6207095,-122.349859,3,,,,POINT (-122.349859 47.6207095)
3362973502,47.6207793,-122.3498549,3,,,,POINT (-122.3498549 47.6207793)
3362973511,47.6208127,-122.3500851,1,,,,POINT (-122.3500851 47.6208127)
3362973531,47.6209297,-122.3497245,4,,,,POINT (-122.3497245 47.6209297)
3379043291,47.6078016,-122.3193906,1,,,,POINT (-122.3193906 47.6078016)
3379045994,47.6086876,-122.3198376,1,,,,POINT (-122.3198376 47.6086876)
3379045995,47.6086921,-122.3196301,1,,,,POINT (-122.3196301 47.6086921)
3379045996,47.6088195,-122.3200624,3,,,,POINT (-122.3200624 47.6088195)
3379045997,47.6088196,-122.3196301,3,,,,POINT (-122.3196301 47.6088196)
3379045998,47.6088196,-122.3198374,4,,,,POINT (-122.3198374 47.6088196)
3379046000,47.6091266,-122.3198375,3,,,,POINT (-122.3198375 47.6091266)
3379046004,47.6092356,-122.3198375,3,,,,POINT (-122.3198375 47.6092356)
3379046005,47.6092356,-122.3200625,4,,,,POINT (-122.3200625 47.6092356)
3379046006,47.6092356,-122.3203549,3,,,,POINT (-122.3203549 47.6092356)
3379046007,47.6093567,-122.3203558,3,,,,POINT (-122.3203558 47.6093567)
3379046012,47.6095307,-122.3202144,1,,,,POINT (-122.3202144 47.6095307)
3379046013,47.60953,-122.320449,1,,,,POINT (-122.320449 47.60953)
3382224439,47.5962588,-122.3269015,3,,,,POINT (-122.3269015 47.5962588)
3382224440,47.5962588,-122.3271635,3,,,,POINT (-122.3271635 47.5962588)
3382224442,47.596424,-122.3271605,3,,,,POINT (-122.3271605 47.596424)
3382269019,47.5973364,-122.3315953,1,,,,POINT (-122.3315953 47.5973364)
3383659540,47.6116879,-122.33721,1,,,,POINT (-122.33721 47.6116879)
3384911128,47.6120655,-122.3403144,1,,,,POINT (-122.3403144 47.6120655)
3392827520,47.6232767,-122.3575202,1,,,,POINT (-122.3575202 47.6232767)
3392827521,47.6233807,-122.3575172,1,,,,POINT (-122.3575172 47.6233807)
3393299841,47.6225817,-122.331078,4,crossing,,,POINT (-122.331078 47.6225817)
3393331436,47.6074506,-122.3218815,1,,,,POINT (-122.3218815 47.6074506)
3394722028,47.6190838,-122.3291162,3,,,,POINT (-122.3291162 47.6190838)
3394722029,47.6193403,-122.3295994,1,,,,POINT (-122.3295994 47.6193403)
3394722031,47.6194185,-122.3294919,1,,,,POINT (-122.3294919 47.6194185)
3395995744,47.6113874,-122.3489775,3,,,,POINT (-122.3489775 47.6113874)
3396096263,47.6025284,-122.3391606,1,,,,POINT (-122.3391606 47.6025284)
3396096276,47.6050593,-122.3401692,3,,,,POINT (-122.3401692 47.6050593)
3396096277,47.6050813,-122.3405053,3,,,,POINT (-122.3405053 47.6050813)
3396096282,47.6065458,-122.338707,4,,,,POINT (-122.338707 47.6065458)
3396096283,47.6066603,-122.3388114,4,,,,POINT (-122.3388114 47.6066603)
3396123174,47.6200801,-122.3515194,1,,,,POINT (-122.3515194 47.6200801)
3396123175,47.6200904,-122.3508678,3,,,,POINT (-122.3508678 47.6200904)
3397390347,47.6018749,-122.3311847,1,,C,subway_entrance,POINT (-122.3311847 47.6018749)
3397390349,47.6030664,-122.3314724,1,elevator,A,subway_entrance,POINT (-122.3314724 47.6030664)
3397409977,47.6071163,-122.3356127,1,elevator,,,POINT (-122.3356127 47.6071163)
3397455479,47.611898,-122.33652,1,elevator,A1,subway_entrance,POINT (-122.33652 47.611898)
3397483474,47.6163905,-122.32069,3,,,,POINT (-122.32069 47.6163905)
3400692323,47.6026935,-122.3274604,1,,,,POINT (-122.3274604 47.6026935)
3400692324,47.6032152,-122.3280137,1,,,,POINT (-122.3280137 47.6032152)
3400818396,47.6062982,-122.3300866,3,,,,POINT (-122.3300866 47.6062982)
3403270418,47.6039713,-122.3291857,1,,,,POINT (-122.3291857 47.6039713)
3404819534,47.5991375,-122.3270355,1,,,,POINT (-122.3270355 47.5991375)
3404863989,47.6036156,-122.3246201,1,,,,POINT (-122.3246201 47.6036156)
3404863991,47.6040387,-122.3236784,1,,,,POINT (-122.3236784 47.6040387)
3404864096,47.6046355,-122.3241184,1,,,,POINT (-122.3241184 47.6046355)
3413828587,47.5992929,-122.329433,3,,,,POINT (-122.329433 47.5992929)
3427679063,47.6090263,-122.3411293,1,,,,POINT (-122.3411293 47.6090263)
3427732768,47.6201039,-122.3365243,1,,,,POINT (-122.3365243 47.6201039)
3427732770,47.6203615,-122.354788,1,,,,POINT (-122.354788 47.6203615)
3447400917,47.6127919,-122.3176688,1,,,,POINT (-122.3176688 47.6127919)
3447400929,47.6129396,-122.3176731,1,,,,POINT (-122.3176731 47.6129396)
3451359139,47.6067222,-122.3261162,3,,,,POINT (-122.3261162 47.6067222)
3451359150,47.6067898,-122.3258712,1,,,,POINT (-122.3258712 47.6067898)
3451359708,47.6073312,-122.3263661,1,,,,POINT (-122.3263661 47.6073312)
3451359715,47.6074385,-122.3264648,1,,,,POINT (-122.3264648 47.6074385)
3462498265,47.6019559,-122.3291364,1,,,,POINT (-122.3291364 47.6019559)
3462498269,47.6024807,-122.3303675,1,,,,POINT (-122.3303675 47.6024807)
3470407533,47.6161039,-122.3282727,1,,,,POINT (-122.3282727 47.6161039)
3470407534,47.6160168,-122.3284404,1,,,,POINT (-122.3284404 47.6160168)
3475862612,47.6013478,-122.327392,1,,,,POINT (-122.327392 47.6013478)
3475862613,47.6013488,-122.3276606,1,,,,POINT (-122.3276606 47.6013488)
3487718745,47.6179038,-122.3512268,1,,,,POINT (-122.3512268 47.6179038)
3487718746,47.6178366,-122.3513141,1,,,,POINT (-122.3513141 47.6178366)
3487718750,47.6177532,-122.3511696,3,,,,POINT (-122.3511696 47.6177532)
3491614683,47.6220553,-122.3418817,1,,,,POINT (-122.3418817 47.6220553)
3491614685,47.6217287,-122.3423708,1,,,,POINT (-122.3423708 47.6217287)
3492334550,47.617052,-122.3388108,1,,,,POINT (-122.3388108 47.617052)
3492334551,47.6173601,-122.3382617,1,,,,POINT (-122.3382617 47.6173601)
3505305022,47.6133956,-122.336677,1,,,,POINT (-122.336677 47.6133956)
3505305023,47.6137247,-122.3362455,3,,,,POINT (-122.3362455 47.6137247)
3513243301,47.6147951,-122.325523,1,,,,POINT (-122.325523 47.6147951)
3513243302,47.6147957,-122.3261866,3,,,,POINT (-122.3261866 47.6147957)
3535108199,47.6017157,-122.317856,3,,,tram_level_crossing,POINT (-122.317856 47.6017157)
3559889792,47.6085857,-122.3407677,3,,,,POINT (-122.3407677 47.6085857)
3559889793,47.6085848,-122.3404713,3,,,,POINT (-122.3404713 47.6085848)
3559889795,47.6086315,-122.3406482,4,,,,POINT (-122.3406482 47.6086315)
3559889796,47.6091486,-122.3416786,3,,,,POINT (-122.3416786 47.6091486)
3586729071,47.6141235,-122.3359251,1,,,,POINT (-122.3359251 47.6141235)
3586729072,47.6139907,-122.3360794,3,,,,POINT (-122.3360794 47.6139907)
3586729073,47.6140345,-122.3361514,1,,,,POINT (-122.3361514 47.6140345)
3586729076,47.6140377,-122.3364866,1,,,,POINT (-122.3364866 47.6140377)
3611132493,47.604065,-122.3260596,1,,,,POINT (-122.3260596 47.604065)
3611132497,47.6035471,-122.3250472,3,,,,POINT (-122.3250472 47.6035471)
3611176571,47.6085761,-122.3259786,1,,,,POINT (-122.3259786 47.6085761)
3611176572,47.6088146,-122.3253935,1,,,,POINT (-122.3253935 47.6088146)
3611176573,47.6086453,-122.3258098,3,,,,POINT (-122.3258098 47.6086453)
3611176577,47.6088776,-122.3254764,1,,,,POINT (-122.3254764 47.6088776)
3613650999,47.6159371,-122.3556154,4,,,,POINT (-122.3556154 47.6159371)
3613651011,47.6174434,-122.3564165,1,,,,POINT (-122.3564165 47.6174434)
3613651013,47.6175256,-122.3562838,1,,,,POINT (-122.3562838 47.6175256)
3615942009,47.6185356,-122.3574284,3,,,,POINT (-122.3574284 47.6185356)
3615942010,47.6184562,-122.3572942,3,,,,POINT (-122.3572942 47.6184562)
3616084896,47.6156134,-122.3547315,3,,,,POINT (-122.3547315 47.6156134)
3616084899,47.6155682,-122.3549193,3,,,,POINT (-122.3549193 47.6155682)
3616084901,47.6155038,-122.3549366,4,,,,POINT (-122.3549366 47.6155038)
3616084921,47.6160315,-122.355666,3,,,,POINT (-122.355666 47.6160315)
3616084922,47.616957,-122.3561565,3,,,,POINT (-122.3561565 47.616957)
3616084925,47.6171192,-122.3560251,3,,,,POINT (-122.3560251 47.6171192)
3616084935,47.6169018,-122.3554167,3,,,,POINT (-122.3554167 47.6169018)
3616084938,47.6167974,-122.3555663,3,,,,POINT (-122.3555663 47.6167974)
3616084940,47.6169116,-122.3553913,3,,,,POINT (-122.3553913 47.6169116)
3616084941,47.6171999,-122.3559653,1,,,,POINT (-122.3559653 47.6171999)
3616084944,47.6160488,-122.3538603,3,,,,POINT (-122.3538603 47.6160488)
3616084945,47.6167592,-122.3554209,3,,,,POINT (-122.3554209 47.6167592)
3616084946,47.6159289,-122.3545292,3,,,,POINT (-122.3545292 47.6159289)
3616084947,47.6159162,-122.354044,3,,,,POINT (-122.354044 47.6159162)
3617997940,47.6130728,-122.34103,3,,,,POINT (-122.34103 47.6130728)
3617997941,47.6134061,-122.3406266,1,,,,POINT (-122.3406266 47.6134061)
3618284565,47.6131461,-122.3383281,1,,,,POINT (-122.3383281 47.6131461)
3618284566,47.6128567,-122.338673,3,,,,POINT (-122.338673 47.6128567)
3618284567,47.6130382,-122.3381481,1,,,,POINT (-122.3381481 47.6130382)
3618284568,47.6127513,-122.3384954,3,,,,POINT (-122.3384954 47.6127513)
3618542425,47.6085586,-122.3397419,1,,,,POINT (-122.3397419 47.6085586)
3618542426,47.608775,-122.339196,3,,,,POINT (-122.339196 47.608775)
3624229984,47.6005447,-122.3283973,1,,,,POINT (-122.3283973 47.6005447)
3624229985,47.6005447,-122.3290114,1,,,,POINT (-122.3290114 47.6005447)
3624229986,47.600713,-122.3284004,1,,,,POINT (-122.3284004 47.600713)
3624229987,47.600713,-122.3290102,1,,,,POINT (-122.3290102 47.600713)
3624229988,47.6004709,-122.328124,1,,,,POINT (-122.328124 47.6004709)
3624229989,47.6008738,-122.3281239,1,,,,POINT (-122.3281239 47.6008738)
3624229990,47.6004718,-122.327912,1,,,,POINT (-122.327912 47.6004718)
3624229991,47.6008732,-122.3279134,1,,,,POINT (-122.3279134 47.6008732)
3624236996,47.6002155,-122.3271648,3,,,,POINT (-122.3271648 47.6002155)
3624236997,47.6003778,-122.3271665,1,,,,POINT (-122.3271665 47.6003778)
3624236998,47.6003104,-122.3271659,3,,,,POINT (-122.3271659 47.6003104)
3624236999,47.6003104,-122.3276675,1,,,,POINT (-122.3276675 47.6003104)
3624237004,47.6005841,-122.3271741,1,,,,POINT (-122.3271741 47.6005841)
3624237006,47.6004841,-122.3270263,3,,,,POINT (-122.3270263 47.6004841)
3624237007,47.6007043,-122.3269471,1,,,,POINT (-122.3269471 47.6007043)
3624237008,47.6005124,-122.3269309,1,,,,POINT (-122.3269309 47.6005124)
3624353014,47.600341,-122.3268443,1,,,,POINT (-122.3268443 47.600341)
3624353015,47.6005097,-122.3257933,1,,,,POINT (-122.3257933 47.6005097)
3624444494,47.6028208,-122.3282465,3,,,,POINT (-122.3282465 47.6028208)
3626298844,47.6060186,-122.331715,3,,,,POINT (-122.331715 47.6060186)
3626298846,47.6061635,-122.3317535,3,,,,POINT (-122.3317535 47.6061635)
3626298848,47.606266,-122.3317727,1,,,,POINT (-122.3317727 47.606266)
3626298855,47.6060218,-122.3321983,3,,,,POINT (-122.3321983 47.6060218)
3627893212,47.6073075,-122.340869,1,,,,POINT (-122.340869 47.6073075)
3627893213,47.6075245,-122.3403448,1,,,,POINT (-122.3403448 47.6075245)
3627893214,47.6075202,-122.3408338,1,,,,POINT (-122.3408338 47.6075202)
3627893216,47.607437,-122.3405561,3,,,,POINT (-122.3405561 47.607437)
3629468762,47.6036173,-122.3350478,1,,,,POINT (-122.3350478 47.6036173)
3629468763,47.6035535,-122.3352133,1,,,,POINT (-122.3352133 47.6035535)
3629502457,47.6054806,-122.3331107,1,,,,POINT (-122.3331107 47.6054806)
3629502458,47.6051806,-122.3329702,1,,,,POINT (-122.3329702 47.6051806)
3629502459,47.6051058,-122.3329036,1,,,,POINT (-122.3329036 47.6051058)
3629502475,47.6053871,-122.3345928,1,,,,POINT (-122.3345928 47.6053871)
3629502476,47.6053053,-122.3345266,1,,,,POINT (-122.3345266 47.6053053)
3629504199,47.6051294,-122.3345987,1,,,,POINT (-122.3345987 47.6051294)
3629504213,47.6049534,-122.3337616,1,,,,POINT (-122.3337616 47.6049534)
3629600000,47.603648,-122.3329962,1,,,,POINT (-122.3329962 47.603648)
3629600006,47.6046862,-122.333929,1,,,,POINT (-122.333929 47.6046862)
3632105812,47.6149268,-122.3461548,3,,,,POINT (-122.3461548 47.6149268)
3632105813,47.6152513,-122.3457332,1,,,,POINT (-122.3457332 47.6152513)
3632159854,47.6140354,-122.346667,4,,,,POINT (-122.346667 47.6140354)
3632159856,47.6137049,-122.3470813,1,,,,POINT (-122.3470813 47.6137049)
3632159857,47.6139281,-122.3464842,3,,,,POINT (-122.3464842 47.6139281)
3632159858,47.6135949,-122.3468945,1,,,,POINT (-122.3468945 47.6135949)
3633690298,47.5971466,-122.3237471,1,,,,POINT (-122.3237471 47.5971466)
3633690299,47.5975172,-122.3240196,1,,,,POINT (-122.3240196 47.5975172)
3639961879,47.616231,-122.3463714,3,,,,POINT (-122.3463714 47.616231)
3643059131,47.6156985,-122.3454754,3,,,,POINT (-122.3454754 47.6156985)
3643059132,47.6160285,-122.3450697,1,,,,POINT (-122.3450697 47.6160285)
3649292337,47.6136504,-122.3418477,1,,,,POINT (-122.3418477 47.6136504)
3649292338,47.6135611,-122.3416915,1,,,,POINT (-122.3416915 47.6135611)
3649743656,47.6148692,-122.3422846,1,,,,POINT (-122.3422846 47.6148692)
3649743657,47.614633,-122.3418932,1,,,,POINT (-122.3418932 47.614633)
3650935526,47.6153872,-122.3370134,1,,,,POINT (-122.3370134 47.6153872)
3650935527,47.6158519,-122.3379583,1,,,,POINT (-122.3379583 47.6158519)
3651039466,47.5973005,-122.3263803,1,,,,POINT (-122.3263803 47.5973005)
3651039467,47.5972996,-122.3262469,1,,,,POINT (-122.3262469 47.5972996)
3651039469,47.5970174,-122.3250484,1,,,,POINT (-122.3250484 47.5970174)
3651039472,47.5968417,-122.3250496,1,,,,POINT (-122.3250496 47.5968417)
3651039473,47.5968571,-122.3263832,1,,,,POINT (-122.3263832 47.5968571)
3651039474,47.5968549,-122.3257237,3,,,,POINT (-122.3257237 47.5968549)
3651039475,47.5966764,-122.3258445,1,,,,POINT (-122.3258445 47.5966764)
3651039477,47.5965215,-122.3261571,1,,,,POINT (-122.3261571 47.5965215)
3651039478,47.5965215,-122.3258461,3,,,,POINT (-122.3258461 47.5965215)
3651039484,47.5986817,-122.3263711,1,,,,POINT (-122.3263711 47.5986817)
3651039487,47.598877,-122.3263698,1,,,,POINT (-122.3263698 47.598877)
3651039488,47.5987865,-122.3268375,3,,,,POINT (-122.3268375 47.5987865)
3651039490,47.5988786,-122.3266211,3,,,,POINT (-122.3266211 47.5988786)
3651463725,47.6158134,-122.3496253,3,,,,POINT (-122.3496253 47.6158134)
3651463726,47.6154591,-122.3500661,1,,,,POINT (-122.3500661 47.6154591)
3651463727,47.6159228,-122.3498224,3,,,,POINT (-122.3498224 47.6159228)
3651463728,47.6155779,-122.3502657,1,,,,POINT (-122.3502657 47.6155779)
3653205227,47.6126086,-122.3475397,1,,,,POINT (-122.3475397 47.6126086)
3653205229,47.6123944,-122.3478045,1,,,,POINT (-122.3478045 47.6123944)
3653205231,47.612438,-122.3473978,3,,,,POINT (-122.3473978 47.612438)
3653205232,47.6121045,-122.3478775,1,,,,POINT (-122.3478775 47.6121045)
3653379053,47.611009,-122.3414661,1,,,,POINT (-122.3414661 47.611009)
3654879325,47.6112039,-122.341731,1,,,,POINT (-122.341731 47.6112039)
3654879326,47.6114854,-122.3413677,1,,,,POINT (-122.3413677 47.6114854)
3659529777,47.6178524,-122.3380008,1,,,,POINT (-122.3380008 47.6178524)
3662141801,47.6161566,-122.3539501,1,,,,POINT (-122.3539501 47.6161566)
3662165227,47.6160042,-122.3536922,1,,,,POINT (-122.3536922 47.6160042)
3662165232,47.6160778,-122.3538235,4,crossing,,,POINT (-122.3538235 47.6160778)
3662165251,47.6172064,-122.3560026,1,,,,POINT (-122.3560026 47.6172064)
3666685373,47.597431,-122.3329219,3,,,,POINT (-122.3329219 47.597431)
3666685377,47.5968128,-122.330627,3,,,,POINT (-122.330627 47.5968128)
3666685378,47.5968183,-122.3328061,4,,,,POINT (-122.3328061 47.5968183)
3666685379,47.5969735,-122.3329242,3,,,,POINT (-122.3329242 47.5969735)
3666685380,47.5968153,-122.3316029,3,,,,POINT (-122.3316029 47.5968153)
3666685381,47.5969669,-122.3316007,4,,,,POINT (-122.3316007 47.5969669)
3666685382,47.5969645,-122.3305579,3,,,,POINT (-122.3305579 47.5969645)
3666728172,47.5971267,-122.3329237,3,,,,POINT (-122.3329237 47.5971267)
3666728173,47.5971239,-122.3315984,4,,,,POINT (-122.3315984 47.5971239)
3666728174,47.597126,-122.3305579,3,,,,POINT (-122.3305579 47.597126)
3666728175,47.5972824,-122.3329228,3,,,,POINT (-122.3329228 47.5972824)
3666728176,47.5972823,-122.3315961,4,,,,POINT (-122.3315961 47.5972823)
3666728177,47.5972803,-122.3305579,3,,,,POINT (-122.3305579 47.5972803)
3667501230,47.5976151,-122.3303147,4,,,,POINT (-122.3303147 47.5976151)
3668981707,47.623215,-122.3423609,1,traffic_signals,,,POINT (-122.3423609 47.623215)
3669099177,47.6035825,-122.319642,3,,,,POINT (-122.319642 47.6035825)
3669099180,47.6040565,-122.3218572,1,,,,POINT (-122.3218572 47.6040565)
3669099182,47.6046945,-122.3231964,3,,,,POINT (-122.3231964 47.6046945)
3669099183,47.6049253,-122.3226545,1,,,,POINT (-122.3226545 47.6049253)
3669099184,47.6036959,-122.3202191,1,,,,POINT (-122.3202191 47.6036959)
3669118169,47.6027916,-122.318787,1,,,,POINT (-122.318787 47.6027916)
3669125132,47.6042507,-122.3206136,3,,,,POINT (-122.3206136 47.6042507)
3669125133,47.6045358,-122.3206148,3,,,,POINT (-122.3206148 47.6045358)
3669125136,47.6028228,-122.3188625,3,,,,POINT (-122.3188625 47.6028228)
3669127450,47.6017824,-122.3177333,3,,,,POINT (-122.3177333 47.6017824)
3672148646,47.6127191,-122.3463913,3,,,,POINT (-122.3463913 47.6127191)
3672148647,47.612326,-122.3467665,1,,,,POINT (-122.3467665 47.612326)
3672148648,47.6128225,-122.346565,3,,,,POINT (-122.346565 47.6128225)
3672148650,47.6129215,-122.3467312,3,,,,POINT (-122.3467312 47.6129215)
3672218608,47.6147154,-122.3438192,3,,,,POINT (-122.3438192 47.6147154)
3672218609,47.6143759,-122.3442516,1,,,,POINT (-122.3442516 47.6143759)
3672218610,47.6146037,-122.3436298,3,,,,POINT (-122.3436298 47.6146037)
3672218611,47.6142666,-122.3440686,1,,,,POINT (-122.3440686 47.6142666)
3672886356,47.6154071,-122.3529818,1,,,,POINT (-122.3529818 47.6154071)
3672886357,47.6153521,-122.352885,1,,,,POINT (-122.352885 47.6153521)
3673739211,47.6147983,-122.3244915,1,,,,POINT (-122.3244915 47.6147983)
3673739213,47.6146745,-122.3244855,1,,,,POINT (-122.3244855 47.6146745)
3673739218,47.6149393,-122.3250474,1,,,,POINT (-122.3250474 47.6149393)
3673739219,47.6149384,-122.3255242,1,,,,POINT (-122.3255242 47.6149384)
3674116861,47.6141801,-122.3487533,1,,,,POINT (-122.3487533 47.6141801)
3674116862,47.6144737,-122.3483869,1,,,,POINT (-122.3483869 47.6144737)
3674255703,47.6098475,-122.3434299,1,,,,POINT (-122.3434299 47.6098475)
3674255704,47.610003,-122.3432171,1,,,,POINT (-122.3432171 47.610003)
3675656025,47.612818,-122.3485441,3,,,,POINT (-122.3485441 47.612818)
3675656026,47.6131566,-122.3481123,1,,,,POINT (-122.3481123 47.6131566)
3675656027,47.6129363,-122.348742,3,,,,POINT (-122.348742 47.6129363)
3675656028,47.6132717,-122.3483077,1,,,,POINT (-122.3483077 47.6132717)
3683009968,47.6014092,-122.3257015,3,,,,POINT (-122.3257015 47.6014092)
3683009984,47.5996105,-122.3237306,1,,,,POINT (-122.3237306 47.5996105)
3683009985,47.5995219,-122.3237312,1,,,,POINT (-122.3237312 47.5995219)
3683009986,47.599875,-122.3237268,1,,,,POINT (-122.3237268 47.599875)
3683009991,47.5997082,-122.3237299,1,,,,POINT (-122.3237299 47.5997082)
3693938263,47.6194506,-122.3432808,1,,,,POINT (-122.3432808 47.6194506)
3693938268,47.6189415,-122.3432671,3,,,,POINT (-122.3432671 47.6189415)
3693938269,47.6192038,-122.3435765,1,,,,POINT (-122.3435765 47.6192038)
3693938270,47.6192071,-122.3432759,3,,,,POINT (-122.3432759 47.6192071)
3696161019,47.611254,-122.3276578,1,,,,POINT (-122.3276578 47.611254)
3696161021,47.6112119,-122.3283789,1,,,,POINT (-122.3283789 47.6112119)
3696161022,47.6114366,-122.3278275,3,,,,POINT (-122.3278275 47.6114366)
3696161023,47.6113505,-122.3285036,1,,,,POINT (-122.3285036 47.6113505)
3696161024,47.6115704,-122.3279518,3,,,,POINT (-122.3279518 47.6115704)
3696161125,47.6117164,-122.3280874,3,,,,POINT (-122.3280874 47.6117164)
3696161126,47.6114964,-122.3286348,1,,,,POINT (-122.3286348 47.6114964)
3706916647,47.5975028,-122.3186016,3,,,,POINT (-122.3186016 47.5975028)
3706916652,47.59679,-122.3183352,1,,,,POINT (-122.3183352 47.59679)
3708328102,47.6220642,-122.3433828,1,,,,POINT (-122.3433828 47.6220642)
3708561809,47.6154063,-122.3337829,1,,,,POINT (-122.3337829 47.6154063)
3708561810,47.6153096,-122.3339182,1,,,,POINT (-122.3339182 47.6153096)
3708791561,47.6170055,-122.3234444,1,,,,POINT (-122.3234444 47.6170055)
3708791569,47.6168731,-122.3234419,1,,,,POINT (-122.3234419 47.6168731)
3711533930,47.6012235,-122.3322314,3,,,,POINT (-122.3322314 47.6012235)
3711533931,47.6012268,-122.3328708,1,,,,POINT (-122.3328708 47.6012268)
3711533932,47.6010606,-122.3328701,1,,,,POINT (-122.3328701 47.6010606)
3711533933,47.6010585,-122.3322343,3,,,,POINT (-122.3322343 47.6010585)
3711609104,47.5979212,-122.3229932,1,,,,POINT (-122.3229932 47.5979212)
3711609105,47.5977585,-122.3229933,3,,,,POINT (-122.3229933 47.5977585)
3711609107,47.5977585,-122.3231089,3,,,,POINT (-122.3231089 47.5977585)
3711609108,47.5976338,-122.3229707,1,,,,POINT (-122.3229707 47.5976338)
3711609109,47.5977585,-122.3229707,3,,,,POINT (-122.3229707 47.5977585)
3711609110,47.5976328,-122.3227327,1,,,,POINT (-122.3227327 47.5976328)
3711609115,47.5978579,-122.3228518,1,,,,POINT (-122.3228518 47.5978579)
3711609116,47.5978565,-122.3224482,1,,,,POINT (-122.3224482 47.5978565)
3711618391,47.5976905,-122.325044,1,,,,POINT (-122.325044 47.5976905)
3711618392,47.5976887,-122.324424,3,,,,POINT (-122.324424 47.5976887)
3711618393,47.5963431,-122.3250529,1,,,,POINT (-122.3250529 47.5963431)
3711618394,47.5963415,-122.3244269,3,,,,POINT (-122.3244269 47.5963415)
3711618396,47.5965111,-122.3244258,3,,,,POINT (-122.3244258 47.5965111)
3714590750,47.6206233,-122.336486,1,,,,POINT (-122.336486 47.6206233)
3714590752,47.620736,-122.3364302,1,,,,POINT (-122.3364302 47.620736)
3714590753,47.6208679,-122.3364299,1,,,,POINT (-122.3364299 47.6208679)
3714780749,47.6224638,-122.3293106,1,,,,POINT (-122.3293106 47.6224638)
3736214293,47.6079315,-122.3238011,1,,,,POINT (-122.3238011 47.6079315)
3738248640,47.6074253,-122.3370313,3,,,,POINT (-122.3370313 47.6074253)
3756671317,47.6025807,-122.3318777,1,,,,POINT (-122.3318777 47.6025807)
3756673429,47.6071228,-122.3355571,3,,,,POINT (-122.3355571 47.6071228)
3762121574,47.5979338,-122.3240797,1,,,,POINT (-122.3240797 47.5979338)
3762121575,47.5979384,-122.324424,3,,,,POINT (-122.324424 47.5979384)
3788313769,47.6092923,-122.3235523,1,,,,POINT (-122.3235523 47.6092923)
3788313776,47.6096182,-122.3231726,3,,,,POINT (-122.3231726 47.6096182)
3788313777,47.6094121,-122.3236602,1,,,,POINT (-122.3236602 47.6094121)
3788313781,47.6094516,-122.3236957,1,,,,POINT (-122.3236957 47.6094516)
3788626688,47.6112059,-122.3230265,1,,,,POINT (-122.3230265 47.6112059)
3788626689,47.6114012,-122.3239501,1,,,,POINT (-122.3239501 47.6114012)
3788626690,47.6116275,-122.323396,3,,,,POINT (-122.323396 47.6116275)
3788626691,47.6114024,-122.3235594,1,,,,POINT (-122.3235594 47.6114024)
3788626692,47.6115128,-122.3232955,3,,,,POINT (-122.3232955 47.6115128)
